name,time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
IMU20,1695904067004000000,9.77791976928711,0.2585737705230713,0.011971008032560349,-0.0625,0,-0.0625,-34.880001068115234,31.84000015258789,8.307692527770996
IMU20,1695904067103000000,9.794678688049316,0.27054479718208313,0.016759412363171577,-0.125,0,0,-34.79999923706055,31.84000015258789,8.384614944458008
IMU20,1695904067199000000,9.806650161743164,0.27054479718208313,0.011971008032560349,-0.0625,0,0.0625,-34.959999084472656,31.719999313354492,8.076923370361328
IMU20,1695904067297000000,9.797073364257812,0.2609679698944092,0.028730420395731926,0,0,0.0625,-35,31.8799991607666,8.461538314819336
IMU20,1695904067394000000,9.799467086791992,0.2777273952960968,0.028730420395731926,0,-0.0625,0,-34.84000015258789,31.760000228881836,8.384614944458008
IMU20,1695904067492000000,9.794678688049316,0.26575639843940735,0.009576806798577309,0,-0.0625,0.125,-34.91999816894531,31.799999237060547,8.384614944458008
IMU20,1695904067590000000,9.794678688049316,0.26336216926574707,0.011971008032560349,0,-0.0625,0,-34.91999816894531,31.760000228881836,8.384614944458008
IMU20,1695904067687000000,9.797073364257812,0.2537853717803955,0.043095629662275314,0.0625,-0.0625,0,-34.880001068115234,31.84000015258789,7.92307710647583
IMU20,1695904067931000000,9.81143856048584,0.2849099934101105,0.028730420395731926,0,0.125,0.125,-34.959999084472656,31.719999313354492,7.846153736114502
IMU20,1695904067979000000,9.809043884277344,0.31124621629714966,0.047884032130241394,-0.0625,-0.1875,0.0625,-34.959999084472656,31.760000228881836,8.461538314819336
IMU20,1695904068028000000,9.797073364257812,0.2609679698944092,-0.021547814831137657,0.125,0,0.0625,-34.959999084472656,31.760000228881836,8.461538314819336
IMU20,1695904068078000000,9.804255485534668,0.2346317619085312,0.043095629662275314,0,0,0.0625,-35,31.760000228881836,8.230769157409668
IMU20,1695904068224000000,9.792284965515137,0.2537853717803955,0.016759412363171577,0,0,-0.0625,-35.08000183105469,31.760000228881836,8.307692527770996
IMU20,1695904068321000000,9.799467086791992,0.28969839215278625,0.021547814831137657,0,-0.0625,0,-34.959999084472656,31.84000015258789,9
IMU20,1695904068467000000,9.792284965515137,0.272938996553421,0.028730420395731926,0,-0.0625,0,-35.040000915527344,31.719999313354492,8.15384578704834
IMU20,1695904068564000000,9.818620681762695,0.26815059781074524,0.047884032130241394,0.1875,-0.125,0,-34.959999084472656,31.600000381469727,8.615385055541992
IMU20,1695904068613000000,9.809043884277344,0.26815059781074524,0.002394201699644327,0.0625,-0.125,0.0625,-35,31.84000015258789,8.461538314819336
IMU20,1695904068711000000,9.780313491821289,0.2513911724090576,0.009576806798577309,-0.0625,0.0625,0.0625,-34.7599983215332,31.84000015258789,8.384614944458008
IMU20,1695904068808000000,9.787496566772461,0.2585737705230713,0.002394201699644327,-0.0625,0.0625,-0.0625,-34.91999816894531,31.639999389648438,7.846153736114502
IMU20,1695904068907000000,9.780313491821289,0.2777273952960968,0.026336219161748886,0,-0.0625,0.0625,-34.959999084472656,31.719999313354492,8.076923370361328
IMU20,1695904069003000000,9.780313491821289,0.24899697303771973,-0.002394201699644327,0,0.0625,-0.0625,-35.08000183105469,31.68000030517578,8.538461685180664
IMU20,1695904069101000000,9.81383228302002,0.2801215946674347,0.021547814831137657,0,0.0625,0.0625,-35.08000183105469,31.440000534057617,8.538461685180664
IMU20,1695904069248000000,9.81143856048584,0.24660277366638184,0.0071826050989329815,0,0,0.125,-35,31.84000015258789,8.615385055541992
IMU20,1695904069296000000,9.806650161743164,0.27054479718208313,0.031124621629714966,-0.0625,-0.0625,0.125,-34.959999084472656,32,8.538461685180664
IMU20,1695904069394000000,9.775525093078613,0.2992752194404602,0.004788403399288654,0,0.0625,-0.0625,-35,31.760000228881836,8.076923370361328
IMU20,1695904069492000000,9.809043884277344,0.24660277366638184,0.009576806798577309,-0.125,0.125,0,-34.91999816894531,31.920000076293945,8.307692527770996
IMU20,1695904069589000000,9.821015357971191,0.24660277366638184,0.004788403399288654,0.125,-0.0625,0,-35,31.920000076293945,8.384614944458008
IMU20,1695904069735000000,9.765948295593262,0.22505494952201843,-0.002394201699644327,0.0625,-0.0625,-0.0625,-34.880001068115234,31.719999313354492,8.692307472229004
IMU20,1695904069832000000,9.832985877990723,0.2561795711517334,0.002394201699644327,0.125,-0.125,0,-34.959999084472656,31.639999389648438,8.615385055541992
IMU20,1695904069929000000,9.801861763000488,0.2513911724090576,0.019153613597154617,0.0625,0,0,-35.040000915527344,31.719999313354492,8.384614944458008
IMU20,1695904070076000000,9.821015357971191,0.2609679698944092,0.031124621629714966,0,-0.0625,-0.0625,-35.040000915527344,31.84000015258789,8.384614944458008
IMU20,1695904070124000000,9.818620681762695,0.26336216926574707,0.014365210197865963,0,0,0,-34.959999084472656,32,8.076923370361328
IMU20,1695904070222000000,9.801861763000488,0.2777273952960968,0.023942016065120697,0,0,0.0625,-34.959999084472656,31.8799991607666,8.538461685180664
IMU20,1695904070320000000,9.785101890563965,0.24899697303771973,0.019153613597154617,0.1875,0,0.0625,-35.040000915527344,31.8799991607666,8.230769157409668
IMU20,1695904070418000000,9.809043884277344,0.2585737705230713,0.009576806798577309,0.125,0,-0.1875,-35.08000183105469,31.959999084472656,8.307692527770996
IMU20,1695904070515000000,9.81143856048584,0.26336216926574707,0,-0.125,0,0,-34.880001068115234,31.68000030517578,7.692307472229004
IMU20,1695904070612000000,9.828197479248047,0.2585737705230713,-0.002394201699644327,0,-0.0625,0,-35,31.639999389648438,7.846153736114502
IMU20,1695904070710000000,9.81383228302002,0.2849099934101105,0.014365210197865963,0,0,0.125,-34.880001068115234,31.719999313354492,8.692307472229004
IMU20,1695904070807000000,9.77791976928711,0.2537853717803955,0.0071826050989329815,-0.1875,-0.25,0,-34.91999816894531,31.799999237060547,8.076923370361328
IMU20,1695904070905000000,9.809043884277344,0.24420857429504395,0.040701426565647125,0,0,0.125,-35.119998931884766,31.799999237060547,8.461538314819336
IMU20,1695904071051000000,9.81383228302002,0.272938996553421,0,-0.1875,-0.1875,0.0625,-34.84000015258789,31.920000076293945,8.15384578704834
IMU20,1695904071151000000,9.775525093078613,0.2609679698944092,0.014365210197865963,0,-0.1875,0,-34.880001068115234,31.760000228881836,8.615385055541992
IMU20,1695904071246000000,9.78989028930664,0.27054479718208313,0,0,0,-0.125,-34.79999923706055,31.68000030517578,8.769230842590332
IMU20,1695904071343000000,9.835380554199219,0.28969839215278625,0.0454898327589035,-0.125,-0.0625,0,-35.040000915527344,31.559999465942383,8.384614944458008
IMU20,1695904071539000000,9.825803756713867,0.26336216926574707,0.026336219161748886,0,0,-0.125,-34.959999084472656,31.920000076293945,8.230769157409668
IMU20,1695904071544000000,9.792284965515137,0.2513911724090576,0.035913024097681046,-0.0625,0.125,0,-35.08000183105469,31.84000015258789,8.538461685180664
IMU20,1695904071636000000,9.77791976928711,0.24660277366638184,0.011971008032560349,0.125,0,-0.0625,-35.20000076293945,31.719999313354492,9
IMU20,1695904071733000000,9.804255485534668,0.2753331959247589,0.0071826050989329815,0.0625,0.0625,0,-35,31.920000076293945,8
IMU20,1695904071832000000,9.794678688049316,0.26815059781074524,0.019153613597154617,0.0625,0,0.0625,-34.880001068115234,31.600000381469727,8.538461685180664
IMU20,1695904071928000000,9.825803756713867,0.24181437492370605,0.021547814831137657,-0.0625,0.0625,0,-34.91999816894531,31.8799991607666,8.692307472229004
IMU20,1695904072026000000,9.797073364257812,0.22505494952201843,-0.002394201699644327,0,0,-0.0625,-34.84000015258789,31.959999084472656,8.615385055541992
IMU20,1695904072123000000,9.785101890563965,0.24181437492370605,0.021547814831137657,0,0,0,-34.91999816894531,31.84000015258789,8.384614944458008
IMU20,1695904072221000000,9.792284965515137,0.24899697303771973,0.016759412363171577,0.0625,0,0,-34.84000015258789,31.68000030517578,8.384614944458008
IMU20,1695904072319000000,9.828197479248047,0.272938996553421,0,0.125,0.125,0,-34.79999923706055,31.520000457763672,8.692307472229004
IMU20,1695904072416000000,9.809043884277344,0.2609679698944092,0.028730420395731926,0,0,-0.125,-35.040000915527344,31.760000228881836,7.92307710647583
IMU20,1695904072562000000,9.780313491821289,0.23702596127986908,0.002394201699644327,0.0625,0,0,-34.720001220703125,31.639999389648438,8.307692527770996
IMU20,1695904072611000000,9.809043884277344,0.2609679698944092,0.0071826050989329815,-0.125,0,0,-34.959999084472656,31.719999313354492,8.076923370361328
IMU20,1695904072709000000,9.780313491821289,0.29448679089546204,0.0071826050989329815,0,0,0.1875,-35.040000915527344,31.520000457763672,7.846153736114502
IMU20,1695904072806000000,9.801861763000488,0.2561795711517334,0.031124621629714966,-0.125,-0.1875,-0.125,-35,31.84000015258789,8.076923370361328
IMU20,1695904072953000000,9.75637149810791,0.26575639843940735,0.035913024097681046,-0.0625,0,0,-35.040000915527344,31.719999313354492,8
IMU20,1695904073049000000,9.81143856048584,0.26815059781074524,-0.002394201699644327,0,0,-0.1875,-35,31.920000076293945,7.769230842590332
IMU20,1695904073147000000,9.81143856048584,0.28730419278144836,-0.019153613597154617,0,0,0,-35.040000915527344,31.639999389648438,8.461538314819336
IMU20,1695904073245000000,9.809043884277344,0.27054479718208313,0.021547814831137657,0,0.0625,0,-35.119998931884766,31.719999313354492,8.384614944458008
IMU20,1695904073342000000,9.6989107131958,0.14365209639072418,0.06224924325942993,0.0625,0,-0.0625,-34.880001068115234,31.68000030517578,8.076923370361328
IMU20,1695904073439000000,9.552865028381348,0.15083470940589905,0,0.125,0,-0.0625,-34.68000030517578,31.639999389648438,8
IMU20,1695904073586000000,9.615114212036133,0.1412578970193863,0.028730420395731926,0,0,0.125,-34.880001068115234,31.760000228881836,8
IMU20,1695904073635000000,10.29746150970459,0.37828385829925537,-0.031124621629714966,0,0.125,-0.125,-34.79999923706055,31.639999389648438,8.307692527770996
IMU20,1695904073732000000,9.533711433410645,-0.021547814831137657,-0.05746084079146385,0,0,-0.625,-34.84000015258789,31.760000228881836,8.230769157409668
IMU20,1695904073829000000,9.478644371032715,0.19153612852096558,-0.1412578970193863,0,0.1875,-0.75,-34.84000015258789,31.760000228881836,8.461538314819336
IMU20,1695904073927000000,10.04846477508545,0.21787235140800476,-0.011971008032560349,0,0,-0.5,-34.720001220703125,31.8799991607666,8.230769157409668
IMU20,1695904074025000000,10.520122528076172,0.6057330369949341,0.1388636976480484,-0.125,0,-0.875,-34.599998474121094,31.600000381469727,8.15384578704834
IMU20,1695904074122000000,9.818620681762695,0.009576806798577309,0.14604629576206207,-0.1875,0,-0.5,-34.47999954223633,31.559999465942383,8.230769157409668
IMU20,1695904074220000000,9.84495735168457,0.08140285313129425,0.12689268589019775,0.1875,0,0.0625,-34.47999954223633,31.479999542236328,8.15384578704834
IMU20,1695904074317000000,9.8784761428833,0.2992752194404602,0.07661445438861847,0.125,0.0625,-0.0625,-34.560001373291016,31.799999237060547,8.230769157409668
IMU20,1695904074417000000,10.137049674987793,0.2609679698944092,-0.033518824726343155,0,0,0,-34.47999954223633,31.639999389648438,8.076923370361328
IMU20,1695904074512000000,9.787496566772461,0.2561795711517334,-0.07422025501728058,0.125,0,-0.0625,-34.439998626708984,31.760000228881836,7.384615421295166
IMU20,1695904074659000000,9.334992408752441,0.24660277366638184,-0.05746084079146385,-0.125,0.0625,0,-34.52000045776367,31.68000030517578,7.384615421295166
IMU20,1695904074707000000,10.273519515991211,0.28969839215278625,0.05746084079146385,0.0625,-0.0625,0.1875,-34.68000030517578,31.559999465942383,8
IMU20,1695904074853000000,9.787496566772461,0.20350714027881622,0.004788403399288654,-0.125,-0.0625,0,-34.68000030517578,31.479999542236328,8.307692527770996
IMU20,1695904074951000000,9.885658264160156,0.24899697303771973,0.026336219161748886,-0.0625,0.125,-0.0625,-34.439998626708984,31.559999465942383,8.307692527770996
IMU20,1695904075048000000,9.682151794433594,0.2801215946674347,0.038307227194309235,0,-0.0625,0,-34.560001373291016,31.559999465942383,7.846153736114502
IMU20,1695904075146000000,9.746794700622559,0.22266075015068054,0.038307227194309235,0.0625,-0.0625,-0.0625,-34.599998474121094,31.280000686645508,7.92307710647583
IMU20,1695904075243000000,9.528923034667969,-0.15562310814857483,0,0.125,0.125,-4.1875,-34.599998474121094,31.239999771118164,8.307692527770996
IMU20,1695904075341000000,9.720458984375,-0.10773907601833344,0.002394201699644327,-0.0625,0.125,-13.25,-34.47999954223633,31.399999618530273,8.076923370361328
IMU20,1695904075438000000,9.787496566772461,0.47644612193107605,0.08858545869588852,0.125,0.1875,-22.4375,-35.31999969482422,30.639999389648438,8.076923370361328
IMU20,1695904075536000000,9.459490776062012,0.7469909191131592,0.08858545869588852,-0.1875,0.25,-32.25,-36.599998474121094,29.1200008392334,7.615384578704834
